;Load [W];P_Res [W];PV_Production [W];PV_1 [W];PV_1 production [W];PV_2 [W];PV_2 production [W];PV_3 [W];PV_3 production [W];PV_4 [W];PV_4 production [W];PV_5 [W];PV_5 production [W];PV_6 [W];PV_6 production [W];PV_7 [W];PV_7 production [W];PV_8 [W];PV_8 production [W];PV_9 [W];PV_9 production [W];PV_10 [W];PV_10 production [W];PV_11 [W];PV_11 production [W];PV_12 [W];PV_12 production [W];PV_13 [W];PV_13 production [W];PV_14 [W];PV_14 production [W];PV_15 [W];PV_15 production [W];PV_16 [W];PV_16 production [W];PV_17 [W];PV_17 production [W];PV_18 [W];PV_18 production [W];PV_19 [W];PV_19 production [W];PV_20 [W];PV_20 production [W];PV_21 [W];PV_21 production [W];PV_22 [W];PV_22 production [W];PV_23 [W];PV_23 production [W];PV_24 [W];PV_24 production [W];PV_25 [W];PV_25 production [W];PV_26 [W];PV_26 production [W];PV_27 [W];PV_27 production [W];PV_28 [W];PV_28 production [W];PV_29 [W];PV_29 production [W];PV_30 [W];PV_30 production [W];PV_31 [W];PV_31 production [W];PV_32 [W];PV_32 production [W];PV_33 [W];PV_33 production [W];PV_34 [W];PV_34 production [W];PV_35 [W];PV_35 production [W];ES_1 [W];ES_1_capacity [Wh];Electrolyser_1 [W];Electrolyser_1 power [W];H2_Storage 1 [W];H2_Storage 1: H2 Outflow [kg];H2_Storage 1: H2 Inflow [kg];H2_Storage 1 _Storage Level [kg];FuelCell_1 [W];FuelCell_1 Power[W];PV_1 remain [W];PV_2 remain [W];PV_3 remain [W];PV_4 remain [W];PV_5 remain [W];PV_6 remain [W];PV_7 remain [W];PV_8 remain [W];PV_9 remain [W];PV_10 remain [W];PV_11 remain [W];PV_12 remain [W];PV_13 remain [W];PV_14 remain [W];PV_15 remain [W];PV_16 remain [W];PV_17 remain [W];PV_18 remain [W];PV_19 remain [W];PV_20 remain [W];PV_21 remain [W];PV_22 remain [W];PV_23 remain [W];PV_24 remain [W];PV_25 remain [W];PV_26 remain [W];PV_27 remain [W];PV_28 remain [W];PV_29 remain [W];PV_30 remain [W];PV_31 remain [W];PV_32 remain [W];PV_33 remain [W];PV_34 remain [W];PV_35 remain [W];P_Remain_total [W];PV_to_storage [W];WT_to_storage[W];ES_1 soc;from_PV_to_electrolyser [W];from_WT_to_electrolyser [W];Electrolyser_1_Input_Power [W];Electrolyser_1 [%];Electrolyser_1_Hydrogen [kg];Electrolyser_1 Efficiency [%];H2_Storage 1 SOC[%];H2_Storage 1 level [kg];H2-SOC [%]
2024-08-09 09:00:00;0,0;0,0;2062168,4251000015;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;58919,09786;0,0;;1350000,0;;;;;;0,0;0;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;58919,09786;2062168,4251000015;0,0;0,0;0,95;1350000,0;0,0;1350000,0;100,0;24,3;60,0;;59,39;
2024-08-09 10:00:00;0,0;0,0;2078607,2058500007;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;59388,77731;0,0;;1350000,0;;;;;;0,0;0;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;59388,77731;2078607,2058500007;0,0;0,0;0,95;1350000,0;0,0;1350000,0;100,0;24,3;60,0;;83,69;
2024-08-09 11:00:00;0,0;0,0;2029536,9552499999;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;57986,77015;0,0;;1350000,0;;;;;;0,0;0;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;57986,77015;2029536,9552499999;0,0;0,0;0,95;1350000,0;0,0;1350000,0;100,0;24,3;60,0;;107,99;
2024-08-09 12:00:00;137843,14;0,0;1851683,9099500016;52905,25457;52905,25457;52905,25457;52905,25457;32032,630860000027;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;52905,25457;0,0;;1350000,0;;;;;;0,0;0;0,0;0,0;20872,62370999997;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;52905,25457;1713840,7699500013;0,0;0,0;0,95;1350000,0;0,0;1350000,0;100,0;24,3;60,0;;132,29;
2024-08-09 13:00:00;305322,78;0,0;1616792,8839999991;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;28158,28559999999;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;46194,0824;0,0;;1311470,1;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;18035,79680000001;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;46194,0824;1311470,1039999994;0,0;0,0;0,95;1311470,1039999994;0,0;1311470,1039999994;97,15;24,08;61,0;;156,37;
2024-08-09 14:00:00;308414,15;0,0;1136651,8099999994;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;16132,255999999998;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;32475,766;0,0;;828237,66;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16343,510000000002;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;32475,766;828237,6599999995;0,0;0,0;0,95;828237,6599999995;0,0;828237,6599999995;61,35;17,89;72,0;;174,26;
2024-08-09 15:00:00;338347,68;0,0;590663,8731000001;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;825,4667999999074;16876,11066;0,0;16876,11066;0,0;16876,11066;0,0;16876,11066;0,0;16876,11066;0,0;16876,11066;0,0;16876,11066;0,0;16876,11066;0,0;16876,11066;0,0;16876,11066;0,0;16876,11066;0,0;16876,11066;0,0;16876,11066;0,0;16876,11066;0,0;16876,11066;0,0;;252316,19;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16050,643860000091;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;16876,11066;252316,19310000015;0,0;0,0;0,95;252316,19310000015;0,0;252316,19310000015;18,69;5,65;75,0;;179,91;
2024-08-09 16:00:00;444893,15;0,0;131902,86346999998;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;3768,653242;-312990,28653000103;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,95;0,0;0,0;0,0;0,0;0,0;72,0;;179,91;
2024-08-09 17:00:00;498715,32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-498715,32;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6554209067952932;0,0;0,0;0,0;0,0;0,0;72,0;;179,91;
2024-08-09 18:00:00;492198,75;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-144544,3934699989;;0,0;;;;;;347654,3565300011;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,18604178208941075;0,0;0,0;0,0;0,0;0,0;72,0;;161,30187679408306;32,26037535881661
2024-08-09 19:00:00;467351,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;467351,03;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;135,28761956636157;27,057523913272313
2024-08-09 20:00:00;431508,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;431508,35;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;111,47704437846984;22,295408875693965
2024-08-09 21:00:00;422229,26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;422229,26;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;88,22931001095968;17,645862002191937
2024-08-09 22:00:00;406906,87;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;406906,87;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;65,9826808410903;13,19653616821806
2024-08-09 23:00:00;396618,72;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;396618,72;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;44,39229485909597;8,878458971819194
2024-08-10 00:00:00;389849,08;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;389849,08;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;23,22978699548167;4,645957399096334
2024-08-10 01:00:00;392883,64;51649,543624624086;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;341234,0963753759;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
2024-08-10 02:00:00;398185,31;398185,31;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
2024-08-10 03:00:00;426041,18;426041,18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
2024-08-10 04:00:00;373598,81;373598,81;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
2024-08-10 05:00:00;349362,38;349362,38;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
